To create the Requirement Document type Classification objects,To create the Requirement Document type Classification objects,requirementdocumenttype,,create,PE,,
To edit the Requirement Document type Classification objects,To edit the Requirement Document type Classification objects,requirementdocumenttype,,edit,PE,,
To delete the Requirement Document type Classification objects,To delete the Requirement Document type Classification objects,requirementdocumenttype,,delete,PE,,
All Plant types Classification,All Plant types Classification,planttype,,all,PM,,
To view the Plant type Classification objects,To view the Plant type Classification objects,planttype,,view,PM,,
To create the Plant type Classification objects,To create the Plant type Classification objects,planttype,,create,PM,,
To edit the Plant type Classification objects,To edit the Plant type Classification objects,planttype,,edit,PM,,
To delete the Plant type Classification objects,To delete the Plant type Classification objects,planttype,,delete,PM,,
All WorkCenter types Classification,All WorkCenter types Classification,workcentertype,,all,PM,,
To view the WorkCenter type Classification objects,To view the WorkCenter type Classification objects,workcentertype,,view,PM,,
To create the WorkCenter type Classification objects,To create the WorkCenter type Classification objects,workcentertype,,create,PM,,
To edit the WorkCenter type Classification objects,To edit the WorkCenter type Classification objects,workcentertype,,edit,PM,,
To delete the WorkCenter type Classification objects,To delete the WorkCenter type Classification objects,workcentertype,,delete,PM,,
All Machine types Classification,All Machine types Classification,machinetype,,all,PM,,
To view the Machine type Classification objects,To view the Machine type Classification objects,machinetype,,view,PM,,
To create the Machine type Classification objects,To create the Machine type Classification objects,machinetype,,create,PM,,
To edit the Machine type Classification objects,To edit the Machine type Classification objects,machinetype,,edit,PM,,
To delete the Machine type Classification objects,To delete the Machine type Classification objects,machinetype,,delete,PM,,
All Equipment types Classification,All Equipment types Classification,equipmenttype,,all,PM,,
To view the Equipment type Classification objects,To view the Equipment type Classification objects,equipmenttype,,view,PM,,
To create the Equipment type Classification objects,To create the Equipment type Classification objects,equipmenttype,,create,PM,,
To edit the Equipment type Classification objects,To edit the Equipment type Classification objects,equipmenttype,,edit,PM,,
To delete the Equipment type Classification objects,To delete the Equipment type Classification objects,equipmenttype,,delete,PM,,
All Instrument types Classification,All Instrument types Classification,instrumenttype,,all,PM,,
To view the Instrument type Classification objects,To view the Instrument type Classification objects,instrumenttype,,view,PM,,
To create the Instrument type Classification objects,To create the Instrument type Classification objects,instrumenttype,,create,PM,,
To edit the Instrument type Classification objects,To edit the Instrument type Classification objects,instrumenttype,,edit,PM,,
To delete the Instrument type Classification objects,To delete the Instrument type Classification objects,instrumenttype,,delete,PM,,
All Tool types Classification,All Tool types Classification objects,tooltype,,all,PM,,
To view the Tool type Classification objects,To view the Tool type Classification objects,tooltype,,view,PM,,
To create the Tool type Classification objects,To create the Tool type Classification objects,tooltype,,create,PM,,
To edit the Tool type Classification objects,To edit the Tool type Classification objects,tooltype,,edit,PM,,
To delete the Tool type Classification objects,To delete the Tool type Classification objects,tooltype,,delete,PM,,
All JigFixture types Classification,All JigFixture types Classification,jigfixturetype,,all,PM,,
To view the JigFixture type Classification objects,To view the JigFixture type Classification objects,jigfixturetype,,view,PM,,
To create the JigFixture type Classification objects,To create the JigFixture type Classification objects,jigfixturetype,,create,PM,,
To edit the JigFixture type Classification objects,To edit the JigFixture type Classification objects,jigfixturetype,,edit,PM,,
To delete the JigFixture type Classification objects,To delete the JigFixture type Classification objects,jigfixturetype,,delete,PM,,
All Material types Classification,All Material types Classification,materialtype,,all,PM,,
To view the Material type Classification objects,To view the Material type Classification objects,materialtype,,view,PM,,
To create the Material type Classification objects,To create the Material type Classification objects,materialtype,,create,PM,,
To edit the Material type Classification objects,To edit the Material type Classification objects,materialtype,,edit,PM,,
To delete the Material type Classification objects,To delete the Material type Classification objects,materialtype,,delete,PM,,
All Manpower types Classification,All Manpower types Classification,manpowertype,,all,PM,,
To view the Manpower type Classification objects,To view the Manpower type Classification objects,manpowertype,,view,PM,,
To create the Manpower type Classification objects,To create the Manpower type Classification objects,manpowertype,,create,PM,,
To edit the Manpower type Classification objects,To edit the Manpower type Classification objects,manpowertype,,edit,PM,,
To delete the Manpower type Classification objects,To delete the Manpower type Classification objects,manpowertype,,delete,PM,,
All Operation types Classification,All Operation types Classification,operationtype,,all,PM,,
To view the Operation type Classification objects,To view the Operation type Classification objects,operationtype,,view,PM,,
To create the Operation type Classification objects,To create the Operation type Classification objects,operationtype,,create,PM,,
To edit the Operation type Classification objects,To edit the Operation type Classification objects,operationtype,,edit,PM,,
To delete the Operation type Classification objects,To delete the Operation type Classification objects,operationtype,,delete,PM,,
All ProductionOrder types Classification,All ProductionOrder types Classification,productionordertype,,all,PM,,
To view the ProductionOrder type Classification objects,To view the ProductionOrder type Classification objects,productionordertype,,view,PM,,
To create the ProductionOrder type Classification objects,To create the ProductionOrder type Classification objects,productionordertype,,create,PM,,
To edit the ProductionOrder type Classification objects,To edit the ProductionOrder type Classification objects,productionordertype,,edit,PM,,
To delete the ProductionOrder type Classification objects,To delete the ProductionOrder type Classification objects,productionordertype,,delete,PM,,
All ServiceOrder types Classification,All ServiceOrder types Classification,serviceordertype,,all,PS,,
To view the ServiceOrder type Classification objects,To view the ServiceOrder type Classification objects,serviceordertype,,view,PS,,
To create the ServiceOrder type Classification objects,To create the ServiceOrder type Classification objects,serviceordertype,,create,PS,,
To edit the ServiceOrder type Classification objects,To edit the ServiceOrder type Classification objects,serviceordertype,,edit,PS,,
To delete the ServiceOrder type Classification objects,To delete the ServiceOrder type Classification objects,serviceordertype,,delete,PS,,
All Asset types Classification,All Asset types Classification,assettype,,all,PM,,
To view the Asset type Classification objects,To view the Asset type Classification objects,assettype,,view,PM,,
To create the Asset type Classification objects,To create the Asset type Classification objects,assettype,,create,PM,,
To edit the Asset type Classification objects,To edit the Asset type Classification objects,assettype,,edit,PM,,
To delete the Asset type Classification objects,To delete the Asset type Classification objects,assettype,,delete,PM,,
All Meter types Classification,All Meter types Classification,metertype,,all,PM,,
To view the Meter type Classification objects,To view the Meter type Classification objects,metertype,,view,PM,,
To create the Meter type Classification objects,To create the Meter type Classification objects,metertype,,create,PM,,
To edit the Meter type Classification objects,To edit the Meter type Classification objects,metertype,,edit,PM,,
To delete the Meter type Classification objects,To delete the Meter type Classification objects,metertype,,delete,PM,,
All SparePart types Classification,All SparePart types Classification,spareparttype,,all,PM,,
To view the SparePart type Classification objects,To view the SparePart type Classification objects,spareparttype,,view,PM,,
To create the SparePart type Classification objects,To create the SparePart type Classification objects,spareparttype,,create,PM,,
To edit the SparePart type Classification objects,To edit the SparePart type Classification objects,spareparttype,,edit,PM,,
To delete the SparePart type Classification objects,To delete the SparePart type Classification objects,spareparttype,,delete,PM,,
All WorkRequest types Classification,All WorkRequest types Classification,workrequesttype,,all,PM,,
To view the WorkRequest type Classification objects,To view the WorkRequest type Classification objects,workrequesttype,,view,PM,,
To create the WorkRequest type Classification objects,To create the WorkRequest type Classification objects,workrequesttype,,create,PM,,
To edit the WorkRequest type Classification objects,To edit the WorkRequest type Classification objects,workrequesttype,,edit,PM,,
To delete the WorkRequest type Classification objects,To delete the WorkRequest type Classification objects,workrequesttype,,delete,PM,,
All WorkOrder types Classification,All WorkOrder types Classification,workordertype,,all,PM,,
To view the WorkOrder type Classification objects,To view the WorkOrder type Classification objects,workordertype,,view,PM,,
To create the WorkOrder type Classification objects,To create the WorkOrder type Classification objects,workordertype,,create,PM,,
To edit the WorkOrder type Classification objects,To edit the WorkOrder type Classification objects,workordertype,,edit,PM,,
To delete the WorkOrder type Classification objects,To delete the WorkOrder type Classification objects,workordertype,,delete,PM,,
All Manufacturer types Classification,All Manufacturer types Classification,manufacturertype,,all,PM,,
To view the Manufacturer type Classification objects,To view the Manufacturer type Classification objects,manufacturertype,,view,PM,,
To create the Manufacturer type Classification objects,To create the Manufacturer type Classification objects,manufacturertype,,create,PM,,
To edit the Manufacturer type Classification objects,To edit the Manufacturer type Classification objects,manufacturertype,,edit,PM,,
To delete the Manufacturer type Classification objects,To delete the Manufacturer type Classification objects,manufacturertype,,delete,PM,,
All Manufacturerpart types Classification,All Manufacturerpart types Classification,manufacturerparttype,,all,PM,,
To view the Manufacturerpart type Classification objects,To view the Manufacturerpart type Classification objects,manufacturerparttype,,view,PM,,
To create the Manufacturerpart type Classification objects,To create the Manufacturerpart type Classification objects,manufacturerparttype,,create,PM,,
To edit the Manufacturerpart type Classification objects,To edit the Manufacturerpart type Classification objects,manufacturerparttype,,edit,PM,,
To delete the Manufacturerpart type Classification objects,To delete the Manufacturerpart type Classification objects,manufacturerparttype,,delete,PM,,
All Supplier types Classification,All Supplier type Classification,suppliertype,,all,PM,,
To view the Supplier type Classification objects,To view the Supplier type Classification objects,suppliertype,,view,PM,,
To create the Supplier type Classification objects,To create the Supplier type Classification objects,suppliertype,,create,PM,,
To edit the Supplier type Classification objects,To edit the Supplier type Classification objects,suppliertype,,edit,PM,,
To delete the Supplier type Classification objects,To delete the Supplier type Classification objects,suppliertype,,delete,PM,,
All PGCSubstance types Classification,All PGCSubstance types Classification,pgcsubstancetype,,all,PE,,
To view the PGCSubstance type Classification objects,To view the PGCSubstance type Classification objects,pgcsubstancetype,,view,PE,,
To create the PGCSubstance type Classification objects,To create the PGCSubstance type Classification objects,pgcsubstancetype,,create,PE,,
To edit the PGCSubstance type Classification objects,To edit the PGCSubstance type Classification objects,pgcsubstancetype,,edit,PE,,
To delete the PGCSubstance type Classification objects,To delete the PGCSubstance type Classification objects,pgcsubstancetype,,delete,PE,,
All PGCSpecification types Classification,All PGCSpecification type Classification,pgcspecificationtype,,all,PE,,
To view the PGCSpecification type Classification objects,To view the PGCSpecification type Classification objects,pgcspecificationtype,,view,PE,,
To create the PGCSpecification type Classification objects,To create the PGCSpecification type Classification objects,pgcspecificationtype,,create,PE,,
To edit the PGCSpecification type Classification objects,To edit the PGCSpecification type Classification objects,pgcspecificationtype,,edit,PE,,
To delete the PGCSpecification type Classification objects,To delete the PGCSpecification type Classification objects,pgcspecificationtype,,delete,PE,,
All PGCDeclaration types Classification,All PGCDeclaration types Classification,pgcdeclarationtype,,all,PE,,
To view the PGCDeclaration type Classification objects,To view the PGCDeclaration type Classification objects,pgcdeclarationtype,,view,PE,,
To create the PGCDeclaration type Classification objects,To create the PGCDeclaration type Classification objects,pgcdeclarationtype,,create,PE,,
To edit the PGCDeclaration type Classification objects,To edit the PGCDeclaration type Classification objects,pgcdeclarationtype,,edit,PE,,
To delete the PGCDeclaration type Classification objects,To delete the PGCDeclaration type Classification objects,pgcdeclarationtype,,delete,PE,,
All Workflow types Classification,All Workflow types Classification,workflowtype,,all,PLATFORM,,
To view the Workflow type Classification objects,To view the Workflow type Classification objects,workflowtype,,view,PLATFORM,,
To create the Workflow type Classification objects,To create the Workflow type Classification objects,workflowtype,,create,PLATFORM,,
To edit the Workflow type Classification objects,To edit the Workflow type Classification objects,workflowtype,,edit,PLATFORM,,
To delete the Workflow type Classification objects,To delete the Workflow type Classification objects,workflowtype,,delete,PLATFORM,,
All Saved Search,All Saved Search,savedsearch,,all,PLATFORM,,
To view the Saved Search objects,To view the Saved Search objects,savedsearch,,view,PLATFORM,,
To create the Saved Search objects,To create the Saved Search objects,savedsearch,,create,PLATFORM,,
To edit the Saved Search objects,To edit the Saved Search objects,savedsearch,,edit,PLATFORM,,
To delete the Saved Search objects,To delete the Saved Search objects,savedsearch,,delete,PLATFORM,,
All Folders,All Folders,folder,,all,PLATFORM,,
To view the Folder objects,To view the Folder objects,folder,,view,PLATFORM,,
To create the Folder objects,To create the Folder objects,folder,,create,PLATFORM,,
To edit the Folder objects,To edit the Folder objects,folder,,edit,PLATFORM,,
To delete the Folder objects,To delete the Folder objects,folder,,delete,PLATFORM,,
To View all objects,To View all objects,any,,view,PLATFORM,,
All Files,All Files,file,,all,PLATFORM,,
To Add Files,To Add Files,file,,create,PLATFORM,,
To Edit File,To Edit File,file,,edit,PLATFORM,,
To Rename File,To Rename File,file,,rename,PLATFORM,,
To Delete File,To Delete File,file,,delete,PLATFORM,,
To Download File,To Download File,file,,download,PLATFORM,,
To Download Document,To Download Document,document,,download,PLATFORM,,
To Preview Document,To Preview Document,document,,preview,PLATFORM,,
To Preview File,To Preview File,file,,preview,PLATFORM,,
To Replace File,To Replace File,file,,replace,PLATFORM,,
All Related items,All Related items,relateditem,,all,PE,,
To Add Related items,All Related items,relateditem,,create,PE,,
To Delete Related items,To Delete Related items,relateditem,,delete,PE,,
All BOM Operations,All BOM Operations,itembom,,all,PE,,
To Add BOM Item,To Add BOM Item,itembom,,create,PE,,
To Edit BOM Item,To Edit BOM Item,itembom,,edit,PE,,
To Delete BOM Item,To Delete BOM Item,itembom,,delete,PE,,
To Promote Item,To Promote Item,item,,promote,PE,,
To Demote Item,To Demote Item,item,,demote,PE,,
To Promote Workflow Definition,To Promote Workflow Definition,plmworkflowdefinition,,promote,PLATFORM,,
To Demote Workflow Definition,To Demote Workflow Definition,plmworkflowdefinition,,demote,PLATFORM,,
To Promote Manufacturer,To Promote Manufacturer,manufacturer,,promote,PM,,
To Demote Manufacturer,To Demote Manufacturer,manufacturer,,demote,PM,,
To Promote Manufacturer Part,To Promote Manufacturer,manufacturerpart,,promote,PM,,
To Demote Manufacturer Part,To Demote Manufacturer,manufacturerpart,,demote,PM,,
To Promote Supplier,To Promote supplier,mfrsupplier,,promote,PM,,
To Demote Supplier,To Demote supplier,mfrsupplier,,demote,PM,,
To Promote Work Request,To Promote Work Request,mroworkrequest,,promote,PM,,
To Demote Work Request,To Demote Work Request,mroworkrequest,,demote,PM,,
To Promote Work Order,To Promote Item,mroworkorder,,promote,PM,,
To Demote Work Order,To Demote Item,mroworkorder,,demote,PM,,
All Assembly Lines,All Assembly Lines,assemblyline,,all,PM,,
To view the Assembly Lines objects,To view the Assembly Lines objects,assemblyline,,view,PM,,
To create the Assembly Lines objects,To create the Assembly Lines objects,assemblyline,,create,PM,,
To edit the Assembly Lines objects,To edit the Assembly Lines objects,assemblyline,,edit,PM,,
To delete the Assembly Lines objects,To delete the Assembly Lines objects,assemblyline,,delete,PM,,
All Assembly Line types Classification,All Assembly Line types Classification,assemblylinetype,,all,PM,,
To view the Assembly Line type Classification objects,To view the Assembly Line type Classification objects,assemblylinetype,,view,PM,,
To create the Assembly Line type Classification objects,To create the Assembly Line type Classification objects,assemblylinetype,,create,PM,,
To edit the Assembly Line type Classification objects,To edit the Assembly Line type Classification objects,assemblylinetype,,edit,PM,,
To delete the Assembly Line type Classification objects,To delete the Assembly Line type Classification objects,assemblylinetype,,delete,PM,,
All Project Templates,All Project Templates,template,,all,PE,,
To view the Project Template objects,To view the Project Template objects,template,,view,PE,,
To create the Project Template objects,To create the Project Template objects,template,,create,PE,,
To edit the Project Template objects,To edit the Project Template objects,template,,edit,PE,,
To delete the Project Template objects,To delete the Project Template objects,template,,delete,PE,,
All PM objects types,All PM objects types,pmobjecttype,,all,PE,,
To view the PM objects type objects,To view the PM objects type objects,pmobjecttype,,view,PE,,
To create the PM objects type objects,To create the PM objects type objects,pmobjecttype,,create,PE,,
To edit the PM objects type objects,To edit the PM objects type objects,pmobjecttype,,edit,PE,,
To delete the PM objects type objects,To delete the PM objects type objects,pmobjecttype,,delete,PE,,
All PDM objects,All PDM objects,pdmobject,,all,PE,,
All PDM vault objects,All PDM vault objects,pdm_vault,,all,PE,,
To view the PDM vault objects,To view the PDM vault objects,pdm_vault,,view,PE,,
To create the PDM vault objects,To create the PDM vault objects,pdm_vault,,create,PE,,
To edit the PDM vault objects,To edit the PDM vault objects,pdm_vault,,edit,PE,,
To delete the PDM vault objects,To delete the PDM vault objects,pdm_vault,,delete,PE,,
All PDM folder objects,All PDM folder objects,pdm_folder,,all,PE,,
To view the PDM folder objects,To view the PDM folder objects,pdm_folder,,view,PE,,
To create the PDM folder objects,To create the PDM folder objects,pdm_folder,,create,PE,,
To edit the PDM folder objects,To edit the PDM folder objects,pdm_folder,,edit,PE,,
To delete the PDM folder objects,To delete the PDM folder objects,pdm_folder,,delete,PE,,
All PDM file objects,All PDM file objects,pdm_file,,all,PE,,
To view the PDM file objects,To view the PDM file objects,pdm_file,,view,PE,,
To add the PDM file objects,To add the PDM file objects,pdm_file,,create,PE,,
To edit the PDM file objects,To edit the PDM file objects,pdm_file,,edit,PE,,
To delete the PDM file objects,To delete the PDM file objects,pdm_file,,delete,PE,,
To check in the PDM file objects,To check in the PDM file objects,pdm_file,,checkin,PE,,
To check out the PDM file objects,To check out the PDM file objects,pdm_file,,checkout,PE,,
All PDM file version objects,All PDM file version objects,pdm_fileversion,,all,PE,,
To view the PDM file version objects,To view the PDM file version objects,pdm_fileversion,,view,PE,,
To create the PDM file version objects,To create the PDM file version objects,pdm_fileversion,,create,PE,,
To edit the PDM file version objects,To edit the PDM file version objects,pdm_fileversion,,edit,PE,,
To delete the PDM file version objects,To delete the PDM file objects,pdm_fileversion,,delete,PE,,
To check in the PDM file version objects,To check in the PDM file version objects,pdm_fileversion,,checkin,PE,,
To check out the PDM file version objects,To check out the PDM file version objects,pdm_fileversion,,checkout,PE,,
All PDM commit objects,All PDM commit objects,pdm_commit,,all,PE,,
To view the PDM commit objects,To view the PDM commit objects,pdm_commit,,view,PE,,
To create the PDM commit objects,To create the PDM commit objects ,pdm_commit,,create,PE,,
To edit the PDM commit objects,To edit the PDM commit objects,pdm_commit,,edit,PE,,
To delete the PDM commit objects,To delete the PDM commit objects,pdm_commit,,delete,PE,,
All PDM assembly objects,All PDM assembly objects,pdm_assembly,,all,PE,,
To view the PDM assembly objects,To view the PDM assembly objects,pdm_assembly,,view,PE,,
To create the PDM assembly objects,To create the PDM assembly objects,pdm_assembly,,create,PE,,
To edit the PDM assembly objects,To edit the PDM assembly objects,pdm_assembly,,edit,PE,,
To delete the PDM assembly objects,To delete the PDM assembly objects,pdm_assembly,,delete,PE,,
To check in the PDM assembly objects,To check in the PDM assembly objects,pdm_assembly,,checkin,PE,,
To check out the PDM assembly objects,To check out the PDM assembly objects,pdm_assembly,,checkout,PE,,
All PDM part objects,All PDM part objects,pdm_part,,all,PE,,
To view the PDM part objects,To view the PDM part objects,pdm_part,,view,PE,,
To create the PDM part objects,To create the PDM part objects,pdm_part,,create,PE,,
To edit the PDM part objects,To edit the PDM part objects,pdm_part,,edit,PE,,
To delete the PDM part objects,To delete the PDM part objects,pdm_part,,delete,PE,,
To check in the PDM part objects,To check in the PDM part objects,pdm_part,,checkin,PE,,
To check out the PDM part objects,To check out the PDM part objects,pdm_part,,checkout,PE,,
All PDM drawing objects,All PDM drawing objects,pdm_drawing,,all,PE,,
To view the PDM drawing objects,To view the PDM drawing objects,pdm_drawing,,view,PE,,
To create the PDM drawing objects,To create the PDM drawing objects,pdm_drawing,,create,PE,,
To edit the PDM drawing objects,To edit the PDM drawing objects,pdm_drawing,,edit,PE,,
To delete the PDM drawing objects,To delete the PDM drawing objects,pdm_drawing,,delete,PE,,
To check in the PDM drawing objects,To check in the PDM drawing objects,pdm_drawing,,checkin,PE,,
To check out the PDM drawing objects,To check out the PDM drawing objects,pdm_drawing,,checkout,PE,,
All Custom objects,All Custom objects,customobject,,all,PE,,
To view the Custom objects,To view the Custom objects,customobject,,view,PE,,
To create the Custom objects,To create Custom objects,customobject,,create,PE,,
To edit the Custom objects,To edit the Custom objects,customobject,,edit,PE,,
To delete the Custom objects,To delete the Custom objects,customobject,,delete,PE,,
All Custom Related  objects,All Custom Related objects,customrelated,,all,PE,,
To add Custom Related objects,To add Custom Related objects,customrelated,,create,PE,,
To edit Custom Related objects,To edit Custom Related objects,customrelated,,edit,PE,,
To delete Custom Related objects,To delete Custom Related objects,customrelated,,delete,PE,,
All Custom BOM objects,All Custom BOM objects,custombom,,all,PE,,
To add Custom BOM objects,To add Custom BOM objects,custombom,,create,PE,,
To edit Custom BOM objects,To edit Custom BOM objects,custombom,,edit,PE,,
To delete Custom BOM objects,To delete Custom BOM objects,custombom,,delete,PE,,
All customtype Classification objects,All customtype Classification objects,customobjecttype,,all,PE,,
To view the customtype Classification objects,To view the customtype Classification objects,customobjecttype,,view,PE,,
To create the customtype Classification objects,To create the customtype Classification objects,customobjecttype,,create,PE,,
To edit the customtype Classification objects,To edit the customtype Classification objects,customobjecttype,,edit,PE,,
To delete the customtype Classification objects,To delete the customtype Classification objects,customobjecttype,,delete,PE,,
To Edit Activity Files,To Edit Activity Files,projectactivity,file,edit,PE,,
To Edit Task Files,To Edit Task Files,projecttask,file,edit,PE,,
ECRs ,To view ECR from Home Widgets,homewidget,ecr,view,PE,,
New ECR,To create New ECR from Home Widgets,homewidget,ecr,create,PE,,
DCRs,To view DCR from Home Widgets,homewidget,dcr,view,PE,,
New DCR,To create New DCR from Home Widgets,homewidget,dcr,create,PE,,
ECOs,To view ECO from Home Widgets,homewidget,eco,view,PE,,
New ECO,To create New ECO from Home Widgets,homewidget,eco,create,PE,,
DCOs,To view DCO from Home Widgets,homewidget,dco,view,PE,,
New DCO ,To create New DCO from Home Widgets,homewidget,dco,create,PE,,
MCOs,To view MCO from Home Widgets,homewidget,mco,view,PE,,
New MCO,To create New MCO from Home Widgets,homewidget,mco,create,PE,,
Items,To view Items from Home Widgets,homewidget,item,view,PE,,
New Item,To create New Item from Home Widgets,homewidget,item,create,PE,,
Manufacturer Parts,To view Manufacturer Parts from Home Widgets,homewidget,manufacturerpart,view,PM,,
New Manufacturer Part ,To create New Manufacturer Part from Home Widgets,homewidget,manufacturerpart,create,PM,,
Substances,To view Substances from Home Widgets,homewidget,pgcsubstance,view,PE,,
New Substance,To create New Substance from Home Widgets,homewidget,pgcsubstance,create,PE,,
Specifications,To view Specifications from Home Widgets,homewidget,pgcspecification,view,PE,,
New Specification,To create New Specification from Home Widgets,homewidget,pgcspecification,create,PE,,
Declarations,To view Declarations from Home Widgets,homewidget,pgcdeclaration,view,PE,,
New Declaration,To create New Declaration from Home Widgets,homewidget,pgcdeclaration,create,PE,,
Assets ,To view Assets from Home Widgets,homewidget,mroasset,view,PM,,
New Asset,To create New Asset from Home Widgets,homewidget,mroasset,create,PM,,
Meters ,To view Meters from Home Widgets,homewidget,mrometer,view,PM,,
New Meter,To create New Meter from Home Widgets,homewidget,mrometer,create,PM,,
Spare Parts ,To view Spare Parts from Home Widgets,homewidget,mrosparepart,view,PM,,
New Spare Part,To create New Spare Part from Home Widgets,homewidget,mrosparepart,create,PM,,
Work Requests,To view Work Requests from Home Widgets,homewidget,mroworkrequest,view,PM,,
New Work Request ,To create New Work Request from Home Widgets,homewidget,mroworkrequest,create,PM,,
Work Orders,To view Work Orders from Home Widgets,homewidget,mroworkorder,view,PM,,
New Work Order,To create New Work Order from Home Widgets,homewidget,mroworkorder,create,PM,,
Operations,To view Operations from Home Widgets,homewidget,operation,view,PM,,
New Operation,To create New Operation from Home Widgets,homewidget,operation,create,PM,,
Production Orders,To view Production Orders from Home Widgets,homewidget,productionorder,view,PM,,
New Production Order,To create New Production Order from Home Widgets,homewidget,productionorder,create,PM,,
Maintenance Plans,To view Maintenance Plan from Home Widgets,homewidget,mromaintenanceplan,view,PM,,
New Maintenance Plan,To create new maintenance plan from Home Widgets,homewidget,mromaintenanceplan,create,PM,,
PRs,To view PR from Home Widgets,homewidget,problemreport,view,PQ,,
New PR,To create New PR from Home Widgets,homewidget,problemreport,create,PQ,,
QCRs,To view QCR from Home Widgets,homewidget,qcr,view,PQ,,
New QCR,To create New QCR from Home Widgets,homewidget,qcr,create,PQ,,
Projects,To view Projects from Home Widgets,homewidget,project,view,PE,,
New Project,To create New Project from Home Widgets,homewidget,project,create,PE,,
Requirement Documents,To view Requirement Documents from Home Widgets,homewidget,requirementdocument,view,PE,,
New Requirement Document,To create New Requirement Document from Home Widgets,homewidget,requirementdocument,create,PE,,
Inspection Plans,To view Inspection Plans from Home Widgets,homewidget,inspectionplan,view,PQ,,
New Inspection Plan,To create New Inspection Plan from Home Widgets,homewidget,inspectionplan,create,PQ,,
Inspections,To view Inspections  from Home Widgets,homewidget,inspection,view,PQ,,
New Inspection,To create New Inspection from Home Widgets,homewidget,inspection,create,PQ,,
NCRs,To view NCR from Home Widgets,homewidget,ncr,view,PQ,,
New NCR,To create New NCR from Home Widgets,homewidget,ncr,create,PQ,,
PPAPs,To view PPAPs from Home Widgets,homewidget,ppap,view,PQ,,
New PPAP,To create New PPAP from Home Widgets,homewidget,ppap,create,PQ,,
MBOMs,To view MBOMs from Home Widgets,homewidget,mbom,view,PM,,
New MBOM,To create New MBOM from Home Widgets,homewidget,mbom,create,PM,,
Supplier Audits,To view NCR from Home Widgets,homewidget,supplieraudit,view,PQ,,
New Supplier Audit,To create New Supplier Audit from Home Widgets,homewidget,supplieraudit,create,PQ,,
Manufacturers,To view Manufacturers from Home Widgets,homewidget,manufacturer,view,PM,,
New Manufacturer,To create New Manufacturer from Home Widgets,homewidget,manufacturer,create,PM,,
Suppliers,To view Suppliers from Home Widgets,homewidget,mfrsupplier,view,PM,,
New Supplier,To create New Supplier from Home Widgets,homewidget,mfrsupplier,create,PM,,
Workflows,To view Workflows from Home Widgets,homewidget,plmworkflow,view,PLATFORM,,
New Workflow,To create New Workflow from Home Widgets,homewidget,plmworkflow,create,PLATFORM,,
Vaults,To view vaults from Home Widgets,homewidget,pdmvault,view,PE,,
New Vault,To create New Vault from Home Widgets,homewidget,pdmvault,create,PE,,
Plants,To view plants from Home Widgets,homewidget,plant,view,PM,,
New Plant,To create New Plant from Home Widgets,homewidget,plant,create,PM,,
Work Centers,To view Work Centers from Home Widgets,homewidget,workcenter,view,PM,,
New Work Center,To create New Work Center from Home Widgets,homewidget,workcenter,create,PM,,
Machines,To view machines from Home Widgets,homewidget,machine,view,PM,,
New Machine,To create New Machine from Home Widgets,homewidget,machine,create,PM,,
Equipments,To view equipments from Home Widgets,homewidget,equipment,view,PM,,
New Equipment,To create New Equipment from Home Widgets,homewidget,equipment,create,PM,,
Instruments,To view instruments from Home Widgets,homewidget,instrument,view,PM,,
New Instrument,To create New Instrument from Home Widgets,homewidget,instrument,create,PM,,
Tools,To view tools from Home Widgets,homewidget,tool,view,PM,,
New Tool,To create New Tool from Home Widgets,homewidget,tool,create,PM,,
Jig & Fixtures,To view Jig & Fixtures from Home Widgets,homewidget,jigfixture,view,PM,,
New Jig & Fixture,To create New Jig & Fixture from Home Widgets,homewidget,jigfixture,create,PM,,
Materials,To view materials from Home Widgets,homewidget,material,view,PM,,
New Material,To create New Material from Home Widgets,homewidget,material,create,PM,,
Manpowers,To view manpowers from Home Widgets,homewidget,manpower,view,PM,,
New Manpower,To create New Manpower from Home Widgets,homewidget,manpower,create,PM,,
Shifts,To view shifts from Home Widgets,homewidget,shift,view,PM,,
New Shift,To create New Shift from Home Widgets,homewidget,shift,create,PM,,
Assembly Lines,To view assembly lines from Home Widgets,homewidget,assemblyline,view,PM,,
New Assembly Line,To create New Assembly Line from Home Widgets,homewidget,assemblyline,create,PM,,
All Documents,All Documents,document,,all,PLATFORM,,
To view the Document objects,To view the Document objects,document,,view,PLATFORM,,
To create the Document objects,To create the Document objects,document,,create,PLATFORM,,
To edit the Document objects,To edit the Document objects,document,,edit,PLATFORM,,
To delete the Document objects,To delete the Document objects,document,,delete,PLATFORM,,
To promote the Document objects,To promote the Document objects,document,,promote,PLATFORM,,
To demote the Document objects,To demote the Document objects,document,,demote,PLATFORM,,
To revise the Document objects,To revise the Document objects,document,,revise,PLATFORM,,
To give permissions to Document objects,To give permissions to Document objects,document,,permission,PLATFORM,,
All Project Activities,All Project Activities,projectactivity,,all,PE,,
To view the Project Activity objects,To view the Project Activity objects,projectactivity,,view,PE,,
To create the Project Activity objects,To create the Project Activity objects,projectactivity,,create,PE,,
To edit the Project Activity objects,To edit the Project Activity objects,projectactivity,,edit,PE,,
To delete the Project Activity objects,To delete the Project Activity objects,projectactivity,,delete,PE,,
All Project tasks,All Project tasks,projecttask,,all,PE,,
To view the Project Task objects,To view the Project Task objects,projecttask,,view,PE,,
